text,label
slouma ya m3allim khallik hakkeka tilhé b lybia w masr wel tanmiya el jihaweyya welli t7ebb enti,1
alah akber ina lillahi wa ina ilayhi raji3oun,1
rabi i3inik ya 5oya,2
bravo ya m3allem,1
aidekom mobarek,1
rabbi em3a ezzwawla,1
hadoma el col machereyen,2
wlh khedma béhya barsha taa3mél féha bonne continuation ,1
allah yarhamhaa,2
blasitna el 7a9i9ia,1
dima teb9a m3alem,1
jamai kan te5ou 3la frôu5 ma yhebouch ejam3ia chou 9dch men malyôun clubuste ma andhmch fcb y7ebôuk w ma najmôuch y9oulouha akîd enti chelt ejam3ia w ahna m3ak tjr tjr tjr tjr tjq tjq,2
rabi yoltf bik ya slouma,1
aid mabrouuk ya si slim,1
hh behya hethi esmou yji noukte,1
trés bien slouma men houni l9odeem edheka ech yelzem ysir bech elli yji lejjam3iya ya3ref rou7ou ala chnowa 9adem w mayekber 7atta emmase5 3al ghalia 5allik dima kesa7 w mater5ef m3a 7atta we7ed,1
allah iar7emhom,1
vraiment koura fi tounes mahzla w stadét tdha7ék ana ma3ad fahem chay,2
s wentyy 9ribaa mnou,1
hani n9olék sadi9ti 5atér nmout 3lik,1
relation kén el 3ali li ya3lém béha,0
men a7abahou alah jala jalalou a7aba 5al9ahou fih,1
ena clubist w slim rya7i maymathelnich,2
sǻlłệm nø ûr hahou sahbeek houni lazemk twli clubistia,0
chouf el compte tik tok mta3ha w 5alilha msg privé,1
hh lotfi jrima hh,1
id3i lil jm3ya fimchi mrabi ifrij 3liha,1
me7leehaa mnin stp el combinaison,1
malla poubelle jeybinha un énergumène qui doit être emprisonné trit rawa7 medriyya fil 7fra mte3ek ya poubelle,2
azber azber,1
thank you for u,1
farrouk ye 3affatte,2
dhaherli sayee w9ayet cha3b yeda5el wey7othom 3and 7adhom 7ammem fi le5er yo5lsou beflous cha3b,1
takila y 5ouya 7asha wa7ed 3melha bil 3abi bic hydezhoulo 5atir manetsawerech fma ich kon 3ando el exeperience athka el kol w ya7ki haka ti min 9owet eli y7eb ye7chehalo rado i8tasib ichtar bnet tounis hh,2
bravo bravo ma7lan kif nkouno yed wa7da bech na9efo lebladena rabbi ya3tikoum esaha ched dark w 5af 3la segrek nchalla rabbi ye7mi touness,1
avec vous tous est possible mr the president,1
cha3ab el8aliya m3ak y si slim,1
ena n9oul eli yakrhek ghayer menek bravo sami tu es le ,1
fechel fechel w kol clip afchel mel le5er dhaherli enti you are the one thinking with ur ass ya 7mar,2
ti blah il 7kouma 5lta wa ina9aba ach da5lha fi il wali fahmouni,2
kol safa7 nehaytou tar9ya,2
tjamdit lflous 9a3det lbhama,2
ti kil3ada 7achwa hethi men7achwet frou5 ta7li jben mafamech menha la7keya,2
vous nager avec vos vêtement,2
n importe quoi pff,2
slim netij behya ama l7amla kent fih na9ayes wbarabi khalina bel 7iyed akber ghalta kn bech nede3mou 7ezeb,2
9olhom ybadloulou wa9tou,2
barcha ekleb ya7ko 3ala flous slim eria7i willi howa metkawi beha in7eb enkolhom ya css willa echnowa wagtech enti o35irik e5lokto devant lifriki al3emlek wella tawa warina fard ekdar,2
ghneyaa mouch aadeyaa,1
mazou ya si slim,1
tout belle,1
vous avez promis on patiente,1
ena nloum 3la eli jawek lel ma7kma mas3in balhom ou 9a3din isawrou m3ak borjoulia kan jat ma7kma berasmi ou 7okmou 3lik mada el7aya 5ir ban9s msata ya zibi mamstek inti fin we rap fin,2
slim ena rani clubiste wel 7okouma mouch bch tit7al jemla,1
ty rou7 nayeek frère,2
rabi yostorhom ya si slim,1
barr cha nabara ou 7azdina a7na dima m3 jam3ya wahra ca,2
hh nheb na3ref chbeha te3mel ekeka,2
termet tounes,2
woouuy w 3la zabii woouuy w 3la zabii woouuy w 3la zabi,2
taw rajel habbet intrview siyessi w ontom ta7kiw 3al club w en tsam3ou fihy fil klem ezzayed tawa ken ysayeb lclub chedouha entom s7i7 lkolna mkarzin 3al resultat mais mahoch wa9tou taw,2
rabbi ya7fadhkom w yonsorkom w twansa elkol ned3oulkom w rana m3akom y,1
fema bercha 3bed y7ebbou 3alla e3lem bech ychehrou rwa7hom elli y7eb y3awen e zawelli b sotrra mouch b choherra okitou,2
bellehi rou7ou naykou elkol mal la 5omaaj,2
toi aussi,1
tet9ou7bou wa9teh thbtou el 7al9a fe youtube,2
lazem haykel yetfagdelhom zombra5athem,2
castro ala mosta9bel rap fi tounes belha9 c est un machine,1
rddou belkm baarcha nbbara 9a3dine m3ak rbbi ya slim,1
ba3d ethen l admin,2
hada insan oustoura mch nrml,1
rabi yhfdkom,1
markouz fawa7,1
sayeb aliba taw ne5demou bech on 9aweyou jem3iya itelha les section lo5rine,1
chbik tetrama int bara limou dourou dourou lsidkom bech yraka7 soum yaghort,1
bravoo e5dem ala rou7ek,1
hedi bil7a9 fi blasitha bravo,1
slim chra hamdi ilmadab hasb mozaik,1
borjoulia tfatte9 w zidna m3allim,1
si slim ma tensech sfax,2
nshallah marbou7a lil cpr,1
yakhi akhab kasartou lakdar ta3 waldikoum,2
taye7 yaser da3wa,2
billahi billahi billahi billahi billahi billahibillahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi billahi dhawedi jiba rahi ettaraji bech tjiba wallah ken yemchi litaraji la chtar joumhour luclub lama yetjlat wané awilhoum,2
alff mabrouuk,1
3andi man9olek barnemej moch 5ayeb 3ala 5ater howa 3aka ichebi 9a3ed ihel fi mchekel innes itwensa w 8irha wintouma ili tahkew haka mafamech wehed matfarejech 3ala ilbarnemej hedha w a3lech in8atou fi 3in ichamis bil8orbel rana itwensa rana,1
hh maalem,1
hlouwa leghneya hedhi a9wa ghnaye après lila 3ersi hitt bahia bravo armasta,1
haja ili tbaki fil lahkaya ili barcha nes machiya thahiat sirahat hathi binmouhartha wlahkouma nes blech kdem blech moustakbil nes matahrafech chnouwa yestana fiha moustakbil gamith barcha wnes tetharek ala hkayat tetwat mha tarikh ta raison m slim fin macjin bhatha kol walah chay ykaze walah,2
shaalinna fi nsee tounees taw shaamalba f torh lghaliya ham 9alou mehoush televisee shamalna taoa,2
li bogos bogos,1
will you marry me,1
démisionne w sayebna bla ro5s 3ada,2
si slim zou y3aychek,1
sa7a ya 3loulou wallah m3alem,1
4darni bel sponsor,2
nchallah tarja3 tunis kima na3rfouha w 5ir,1
good job æla,1
t3jebni fk todher fi l3lem me5ir karavet,1
 20 mouch clear jemla maaneha theb tkoul li italia walet deuxième foyer épidémique alakhater mojtamaa mouch we3i w dakhlou baadh hom à la limite ki bech tsir panique laabed bech tokod fi daiarhar w il aurait moins de contagions,2
y3aychekm dior abonné,2
l5edma tjib,1
slim ya wa7ch,1
mabrok rabi m3akom,1
flouss gueddafi,2
vous êtes le meilleuur best of the best,1
hh amin,1
sba7 el foll lel clubistiya el koll,1
rabi edhaher el hag,1
tarak bochamoui tahan michak rajal,2
hahahaha matfhk ya kalb lfehri wmbehmk tfouh 3la e3lamek lmon7at,2
wiou ala zeby,1
stensou dima mafama chay maw stana ta7alil wba3ed imchi zeyed,2
machllah alik mortdha bonne continuation nefrah enik weld bledi vers le mieux nchlla,1
allah yara7mou w ina3mou el weldin me imotouch dima 7ayin f 9loubna,1
alf mabrouk w ta7ya tounis,1
bravo et merci mr slim,1
inaka batal alah ychafiha o ykhaliha lik,1
salli allah 3alayhi we sallem,1
chnia 7kayete tounsia ya si slim mathabina une publication tfasrelena la7keya 5ater sma3ena barcha kleme w mfhemena chaye,1
enchalh omar makboula boos,1
mezyana yecer 3zizti,1
na9sin jrad fi tunis chkoun l5arya hatha jrada,2
ichbikom tetcha7tou fi slim bech yereji3 elou7ichi ye5i ca mte3 slim iriahi lezmou yesel7 eljam3ia wolla ye5rej,2
loulou smimi mella chkoun illi tchouf klemou neba3 mela3me9 w sade9 w mouch yekdhib ama entouma ness bel7a9 t7ibb ken illi ymosselhom damhom mouch el3ax,2
nique ta mère toi et sami fahri vous êtes une vrai salope w bech nikoukom wa7ed wa7ed ta7ya tunis m en ghir ljordhan,2
3andk 7a9 7atta hiya lefri9i 3aratlk rask,2
walah jawi behy,1
brabi ma3adich tahkiw 3la sami lfihri kaanou mlayakt rahman shih tounisia kanit milko ama chraha ba3d ma srik lin chba3 ya3ni wahid mili masso dam cha3b,2
ya3tyy denya 3asba,2
ana tawra ti7ki 3liha a7na fi ha tawra marbi7na minha kan tikssir rass,2
takhraw fih,2
bravo si slim pour vos efforts,1
dezou fel cab benzarti ya hawi x,2
ch9awlek ken tesstabneni,1
bien fait khoula nes tebet maak yelzemhoum yoklsou surtout tawa nes mandhech meni tjib,1
machallah rabi ya7mih w yfadhelhoulek,1
3affes rana m3ak,2
lah yarhmek sofiane cha3ri sbou3i tahiya min algérie nmout ala choufli hal kamla,1
chkoun mazal ysadak en plus ettounsi dhkii w faham achkad yssir,2
vive bajbouj et vive la tunisie,1
rabi yar7mou,1
question svp ye5i janoub ma 3andouch l 7a9 f maktab l cpr wla be9i l janoub mhamech,2
president 3amil wa tartour berasmi lo3ba fi aydi qatar wa amrican,2
wlh hab nfhem wch adika safra li lhih,1
mafhemtech ana chkoun li ya3mel f dislike 7ebes fi mou5ou,2
hh mala 3bad hh ma7soub hakoum na7itouha jemla lpage tab9a a9wa 9anet t7ebou w la takerhou nas mal9at mata3mel fadhya la 5edma w la gedma houma nhar kamel 9at3ou l9anet 9at3ou molha wen bech toslo rahou kema entouma takerhouh fama chkoun y7ebou howa w 9anetou w ki mech t9at3ou 9at3ouh wa7adkoum matofrodhech 3la ness wla ki entouma mat7bouhech ach mda5alkom lpagetou w la7yatou asel w entouma nhar kamel fi jortou w la fadhen chgoul mal9etou mata3mlou fehri1,2
hadha 3lech krahneha l9anet min amthelik,2
felicitation tu merite mon president,1
oo yaas girl bravo,1
wa7dek y a slim,1
a5tak min ha lougha il madhrouba w chouf tari9a okhra,2
malla fann w malla chboubia w malla wahra w malla chou3our chay ya3mel el kif,1
chta7chi fih,2
9adecheha mouch metrobya walh khiih mala ji3ana maghir rdhayet el walden ma3andeha wiin toussil ma9al rbayeteha khiit wlh t7ib 9rayiteha 9rayiteha ti fii9 3ala rouhik w o7rok 3ala mosta9blik wahdik w e7mid rabii 3al mawjoud walh staghfer allah mala mridha,2
tir ma7la freguek,2
brabbi khoudh nsi7a,1
barcha nabbara fel jam3ia wa barcha may hebbouch maslaht el ghalia men barra federation equipet okhra,2
un seul mot pour cet person vraiment bravoo,1
brabi message lezmou youssel lel hay2a el wled y7eb ya3mel test w taleb chkoun y3awnou nchalla yal9a chkoun,1
aamin ya se slim,1
tdhamen raby m3ak,1
nahkiw taraji episode en ligne chabeb,1
la3bed mouta bechar weetouma teftehou fi mahrajen douz hasilou fama tawra o5ra fetniya taw nhelou beha el mahrajene enchanllah,2
en avant mr le president,1
same7ni ya si slim ama fama mathal fi tounes ya9oul el 3omrek ma ta3melo mghref,2
sanfara bdit tniyak,2
omg amazing work seif,1
fi raznadar haw enatra finhar welkayla siken les etediontes wen el amin wala bel esim dawla,2
taw ili sar sar wma ta3rafech 3leha lkoura mara fiha rebeh wmara fiha 5sara yelzemkom ta3erfou hadha ok,1
hani 5rajt menha 3awed e7seb,2
li ja mn 3and khanchour like,1
taw yadhrboulak 3attayara hya jeya révolution s7i7a,1
slouma 3ich rajel w mout rajel w ahna wrak w 7atta jomhour ca eli mantakhbekch rahou lkol y7ebek w mayskotech ken tsirlek ay haja donc ahna m3ak w matkhaf men had w hata 7ezeb,1
jibo lapa ya3tikom shih,2
forza ca w ma3labelna bsi flen mazedtna chay fel club fi w taw nchoufou chnia e5retha m3ak snin dayma,1
alla yarhamo,1
fama el behy w el 5ayeb fi kol blasa ma no7kmouch 3la bled kemla men chwaya 3bed wala men 9a7ba w kolna 3rab w w5ayen,2
farda wl9at o5teha,2
to7t l fréreét ya sanfara,2
nchala rabi m3ak,1
tawa botolla thanina 3liha ema es7i7 mzal 9odam coup tunise et championts luge nrodo belna m ghoro ila emam,1
haw 9alena a3ta9idou ya slouma wa9tech tji point haw el s7i7,1
ta reçu combien sale fis de pute de qatar pour la syrie,2
7aded regued bin mosstfa ariere droit manansawh abdi chmata fihom mayhazou am3ana chay ichoudou ab3inhom wimouto ab4albhom,2
bellehi bara nayk,2
hedi daher fehe bech t5arjilkom fsedkom ilkol,2
ahmed bouallegue baz charih m en andek hh,1
hh barcha ri9 mdr,2
3lech kif mouwatan y3ich bil 5arej yrawa7 l tunis yatb3oulou fi pasport date d5oul w date li5rouj brabi eli ynajem ywasel lma3louma hethi 5alihom yna7iwha l europe kol nod5loulou maymesch el pasport w na7na nod5lou libledna ymas5ouh en plus yzidek 3amer carte dou5oul 3lech jey win mechi w fech ta3mel 3ib,2
bi1 dit,1
baraka allahou bika,1
oui el9arar wa7id eli naj7et fi 7okoma bien,1
ti malla ra7a mahuch barnamej hatha,2
alef mabrouk ila ameme,1
beat original leo goddess mais bravo vraiment bravo,1
ch3ba mnyka wta39yba,2
saddakni zed kbert fi nadherty w na3ref ekhtiarek s3iib ama fi maslaht il jami3 bravo khawla,1
bon chance si slim ourabbi m3ek,1
ahlem ili choufneh fi pub mta3 l 7al9a yizi,1
amine ya rab ya ali ounsir elifriki,1
ma7leha w mabanha,1
mabrouk 3lina wa 3lik,1
bonne aniverser,1
cpr forever,1
saybouna rana 4ro9na,2
koul3am oint rir king,1
dr marzouki est grand militant wkif ken houwa ynadel wyetkalem barcha menna kenou sous la couette yetfarjou fitouness donc brabi mata3mlouch fiha fehmin fisseyessa w fi l economie w5aliw erjel te5dem 3la rou7ha za3ma ken fama chomeur yal9a contrat d travail fi qatar bech y9oul non yeziw belehi men 7atan la3ssa fil3ajla weli may7ebech ye5dem 3la rouhou w9a3ed ken ynaber y5ali erjel te5dem,1
anne ya si slim lan7eb la ca ou la taraji en7eb kanne avenir sportif de gabes me te3jebnni afkarak lakenne en7eb enchoufou ess7i7 we tabi9 bache enkounne awel mayrch7ak enchalah etkounne fi 7oussne edanne,1
rebi yahfedhoulak inchallah yousra,1
bellehi ech 3mal lelbled,2
mechou men 7a9 aya rajel i7out enssa lkoul fi kafa wa7da 5ater fama nssa arjel merjel b7ad dhatha wel assel houwa eli yo7kem,1
lekbir kbir ya m3adhebhom,1
hh zouz kleb fi taswira,2
hasitha kif het il cash imta3 ala iw azi manyk takalid la3bed,2
tu m as decuu na7i el rash9a men costumek brabbi mohamed el jandoubi lezem 10h bech tchoufoulou 7al pff,2
karti men5iir batroun,1
rabi yenajhou aidek mabrouk,1
slimerya7i fare5 chkoun,2
cher sariati samir akra etarikh we ma tkhlich echbeh esayasyiine yalaabou bik walla iwajhouk et vous vous manipules,1
3endna fik kol thi9a si slim ekhdmou 3la rwa7kom w matsm3ouch klam ennabara,1
rabi m3ana nchalh w fi 3in l7ossad,1
sbahel ca,0
es ce que abir mousi makaletch ndakhel l islemiyin lel habes houma zouz yhadou bel feragh donc l bedi adhlam,2
bled ma i3ich ken limasikh kifhom,2
ma7leh klip,1
ma ga3do ken y3eso 3alih el rajel howa wel jam3eya w kima 9al chekspir el rjel tekseb wel ta7ana ta7sed ya slouma w jomhour lefri9i bech y9oselhom lekrouma fi tounes bi mosehemt slim riyahi,2
inti houwa illi ma andekch kima inti mouch klass inti bassas w tafeh inti dahiet kellet rjoulia w elmsata w bleda khiit,2
yhaabbel aymeen,1
elmaryoul 9adeh min loun me5id mine hh,1
lebnet nika pi carta 5dt tawa haw code ,2
wenk cv,0
des talons,1
oui lebled ra7et w le3bed te3bet w rabi yoster,2
el bidya matmanch madem mezel mas7a7ch 3alech te5rj fi ha le5aber ya slim yesrnech kima coulibal,2
bilehi wadhouna,1
allah youberek fik,1
drabbou tounisna il marra héthi méstoui,1
rabbl màak,1
bnj ya m3allém,1
ahh winnik ya 7laibi,2
perruque mtaa 97ab eli lebsetou,2
zaama labes,1
i am going to tunisia embasy in london ya m3alem ,1
le le nahna we3in ou mafamech erheb jawna behi bouk fi el habes donc el erheb merteh tawa fi el mornagia,2
ad3am al itta7ad al watani al al7ar illa a5er la7tha fi 7ayety,1
y rabyy yishfihaa rajell wlhh yaatihh sahaa w nchlh ykoun 3ibraa l be9i ness w thin l9loub libaathha,1
bien dit dr marzouki,1
bellehy l9yt rouhy mzikkikom wena je suis meme pas on tunisie kifeh sar hedha bditouha mel parrenage,2
we love you too,1
chwaya ekher w nal9aha ta9ra m3aya f lycée,2
5alli i9olo ech ihemm 7ata enti 9hart hemhahahaha,2
hh uuh 3laa zebyy te7chelqum hh wlh fra7telqum,2
sanfara touns le takrha heya le radetek rajle,2
ti houwa 9al awel 7aja na3mlha ki nousel l tounes nbouss rass el welda,1
no nabil,2
brojla lazem tbadel min siyaset difa3 lil hojoum w tchouf ta7alof m3a abo zouz t5aliw nahda w nida y3oumo fi chaya7,1
nhib n9oul li 3ejbou ma3ejbouch yemchi n hchehouliik ya dabegh toul w 3ordh w ertife3 w b zewya 9ayma w zeywa hada hche7 m3aak tetbadalchii kardashian w za3ma tawa jeybetha zabourelaa rani top niveau sahriyet w zebi ama wehid koleb wild l internet il shih mouch inti instagram il mouhiim sarfaghoulik 3ala zokomik il 9ahba intii bidiik apres l revolution kontou 5ayfin ya tahana nikomik inti w sidiibou w l mission mta3 marsa w nikomik ok i ll 9ahba,2
m3allim ya slouma,1
ena netmanna fawzi benzarti 7keyett w ya slouma majawebtnuch fi hek mawdhou3,2
3amlou ya znatgir,2
mabrouk 1m vues ya rojla,1
ach kaed taamel w maa chkoun,1
haka chna9esha l botoula 7ata hya ken bouzid,2
kol am wenti b alf khir w rabi yehdina el kol,1
neket ejam3ia wtaw bdit tetcharaf beli nakouk,2
baramej kif ta3 tounsia 7aja pro el mohem,1
enhebbou les recrutements teht hiss miss si slim akhter haja helket club heya essahafa akhbar el club talkaha fi essahafa wtzid etakker e jaw el amm mtaa ejamia inchallah rabbi maak et suurtout nadhef elparc men el nnes elli ma ycharrfouch el club infrastructure warrina nhar fi el meddeb ma etkhallilou chey foot w hand,2
rani yahmiha ou air ouraha cha3b kemel,1
fini eddimo9ratia 9ays w7ata elbeji 9aldou w normal,1
si moncef ni7tarmo win 9adro kif baba mais sa7afa tounsiya t9afef dima wil misda9iya ma teksebhéch,2
cbeih el monachet emta3 lahed eriadi eyhb besif pilanti lejme3t etaraji keno aspirontiste ya 3mel majhoudo bech yerbahena forsa ca ya ci slim ou rabi ifadlek lina bech et3alina 3ali em3adin,1
wa7ék ya fanén,1
j aime chafik jarraya,1
rabi yahfedhom lik w rabi yfadhelhom ma7lahom,1
lifriki rou7i ou 3inia,1
mala chleyek maaneha tofla sghira bsh tekdheb w tehlef w metwadhia zah meskina alah yarhamha meskina yestehlou l habs meskina lemra 9adesh tdha7i ala sgharhaa wlh alah la tberkelhom nchalah alah yarhamha alah yarhamha lotof ya rabbi,2
kol aam w enta b khir,1
fema barcha maanedehomech hak iketeb,2
ay ay ay 9albi lé ya7témél,1
hezou aka nouweb kol ghadi,0
mala maryoul,1
mabrouk mabrouk rabi yhanikom,1
hamdellah et bon retour,1
ahla sanfour nhebik min marseille,1
inna lillah wa inna ilayhi raji3oun ita3ithouu ya moslimin falmawtou ya2ti faj2a nchalla fi3lou behi ya rabb thabbtou 3inda asou2él,1
bone anne y kol 3am wenti b5ir,1
alahoma amine,1
m3allim d,1
ahh mala fthi7a,2
nebda mkarez n7out nasm3 nebred,1
a9wa achref mey juin,1
lotfi itla3it mata7chimich ou kalib sou9,2
belehi n7ebou ne7kou rjel dnedik le97eb 3le bara zabour omkom ye 7leybiye,2
timchich tensa ijam3iya barka,1
3meri 3mme ou j aime tefarjtt 3le koura tounesiy ou le l nemoutt menche beche netfarje fihomme tefehine yeser walhi,2
tekil el ala w tsib el milla chkoun radha ma3roufa,2
leila hamemi hya ilwa7ida galabha 3ala tounes,1
hh ely koltou fy noura tehlm mteaa 3ans lkodem,1
nchalla lfar7a fi soussa ess dawlla,1
oui se sa tunis fi haja logecial moutkadm fi vision gloubal man7bech nhedr barcha be5tesar safarat tou7koum fina ne7bo we la nakrhou bank markazi mouderta feranseya kolna douyoyn don 7kouma m4loubla 3la amreha mousalsalat mellard 7ekma abesent donc latsle7 ra3eya ela besala7 ra3ii,2
inchalla rabi younsourkom,1
enchaallah rabi maaki elaamel fi allah w fik ya si slim,1
rana me3akome,1
tnekt omha l bled,2
imchi inti w yah il mousamha karim allah a7san hale w frkoue irmana ma3a ya mama ya mama,2
hh m3allem,1
chbih haka mch chbeeb maryoul hedha,1
9bal jem3a yhabet badboy 7low titre m3a ultras marines wmba3d yjii sayed hethaa mba3d 3yem y9olek chenhabet awel titre rap fi tounes m3a lvirage zeyed mnyk,2
mahlek barcha,1
malaa vibe ya mahssen allo america you lost someone here,2
ya azouza ya kurda wallah la ad yokhrej alik,2
just un très simple question jewbouni 3lih 3lech eli telbes hijab w tna7ih ta3mlou feha hetha lkol w teklouha mekla en dirait 3amlet akber ghalta fel denia par contre 3bed okhrin toghlot ma akther w mayet7asbouch 3lech eli ysali w ybatel maykalmou 7ad wa9teli slet hia awel 7aja fi din mte3na weli tna7i m7arma twaliw kolkol 3andkom mat9oulou w twali akel nathra dounia fi9ou zaa7 3omrou maken el din b m7arma wala blech cha3b mokhou te3ebb,2
klay braveau sa7bi wasel,1
lool azla3 baba azla3,2
m3alem ye sloma,1
okhroj nykomek,2
kollouna sewesiya emem el 9anoun weljemi3moutaleb beljibeya,0
abir mosi 3ahira borqibiya,2
brabbi yezzinou mel leklouka mteea erriahi hkeytou rahi fergha yfellem alina aamel fiha play boy david beckham,2
nessma beji nidaa,2
slouma ye m3a9adhom mchit tmenyekt 3lihom malla mneykin hhkkll,1
elahob fi dam,1
rabbi m3aak ya wleedha,1
aidek mabrouk wisnin dayma,1
fachel c a,2
ma7la zinek wejhek mabrouk 3la ca ya m3allem,1
inchalla amiine ya rab,1
ti miboun,2
bou bouk ken tji rajl,2
slouma rabi khalik jomhour kbir barcha barcha raho cha3be w ehebouk barcha barcha sahih enta a3tite hata ma a3tah c a w nahna mo3tarfine bi hadha,1
wahwa kadhlek,1
vive enahdha w lmotama w etakatol zedda,1
ena meni fahem 7ta chay,2
kol 3am w tenta b5ir w nchallah sna,1
inchalh idek mabrouk,1
dima tfelem kil3ada,2
si slim a7na em3ak ou eni na3ref elli elmouderreb hada bech yenje7 em3ana kima enje7 balatchi ekbal vive ca,1
bitbi3a na7na dima im3a si slim riahi lifri9i fou9 il koll,1
rabi ewafa9 eness elkol,1
fikra bahya lhahed stahech el matchowet,1
ti haka wmnaïka toul nzidoha echodhoudh el jensi w en plus el mo5rej tounsi hi bara 3ad 7awes e fhem w7ata jew barcha erjel f tounes wjéw yékhdmo ti bnétna chédin essaf t3a9do,2
inti ma7lek mais bsara7a 5ayabt rou7ik bil tattoo yeser ma5eybou wlh ken 93adt min ghir tattoo tatla3 mezyena akther,1
tit7in hatha raho 5odwa sibouk wigololik far5 achkon cv hika,2
bravo continue ahna maak,1
rabi yechfiik,1
slim jibéna daeagi ya m3allém t7arék bras omék béch yemchi lél mkach5a rah,1
president potiche elu par ennahdha,2
ma challah alik jafour a5le9 ou 5oulo9 wa ne3ma tarbiya rabi ibe9i alik siter win challah tal9ah fi sahtek ou awledek bravo bravo,1
ta7ana y a slim ama bourjouleya yelzmek tséb zok omhom hata7ana may7ebouch el 3a9el,2
liflous almasrouka,2
c est nul trop,2
 20 3ejebtni menik kolha tay7a tseb fi 3ayltou w o5tou n7eb na3rf chemd5lhom malla 3bed mnayka haka mordha kifou zeda,2
rabi m3ak ya slim,1
adheka 7al,1
dho7ktek ta3ti des ondes positives,1
si slim ena m3ak,1
li yharad 3la lktila kima li da roh,2
ca wa7dik yél jam3iya,1
9ouwet flousou atw ta5ralou fih,2
si sliim mele5er rak bech twali le president mta3 tounes haka waasel hh,1
bn chance jam3ia 3pts chalah,1
effectivement je rejoind ela5 elkerim rod belek t5llih yemchi le taraji ennes elkoll ta3ref 9imet ezou fe derbiet ma ta3tihomch elforsa ya slim ya m3allem,1
voleur w hak tla3t menteur zeda,2
rajel w 3lik leklem si slim joumhour leclub kolou m3ak,1
slim ya mal9ote,2
le 3ad le 3ad tneket el bi3a en7eb no5rej mn zokom lbled,2
bravo si slim we khatibennas bima yefhamoun,1
brabi slim eryahi fara5 chkone,2
galla thawra kk,2
tharbet missouqel so karim is right,1
woow j adore c est ou,1
bara 5alles ya 9a7ba 9aloulik tawa,2
nhess elli e3lem w e3lem el3ar may7ebbouch seyassi ki,2
b1 fait si slim rabi i9adrek 3ala fa3el il 5ir lebledna,1
bravo bien dit m3alem,1
page official,1
bn courage boss kolna m3akk,1
yatikom nam ala rouscom,2
slim riahi 3andek hkaya 3ala zaghouan ama ma3andek win tousel khater liflous ken jet bech doum rahi damét il9aroun,2
3andi lik 7al hayel barcha,1
raja3 montassar louhichy,0
wahdek ye slouma,1
ti osket nik oumouk el 9a7ba ya mkachakh ya 7awi,2
buz mta3 zok om 3am ,2
football transfert rafik halliche vers l espérance tunisien__ ken tjibou ca netsawer tkoun ko lel 7leybi 3la 5ate dife3hom chkara en plus 5allihom ykawrou b ragued w zwa8i fi l axe hh,2
bayota a7la mra fi tounis,1
ta7foun ili flim 3ijbni baarcha 5idma mizyana temanit 7ajet ili 5atarteha ane tesir bel7a9 fi tunis we titna7a juste 7ajet besita ili mat5alich chy hetha yekamil we merci,1
nchallah ma nmoutech kbal ma nchoufek raais,1
brabbi si slim bardena 3le 9loubna rana moudhamine w 3atchanine,1
ezeby badalt sahbek b kenza,2
mch kont tseb fi nahdha malla la7as,2
fikrtou miziena elli fi el comant loul bsara7a yilzemna stade wa7adna 7atta ki nfokou stade hh,1
non ya7ki b ism cha3b howa ra2is char3i mnta5eb ama inti bsiftik chnowa t9oul a7na man7ibouch 9tar a7ki 3lé rou7ik wmatjam3ch,2
borjouliya 5aliouna chabeb fi b3adna taw netfahmou saybou lekrasi ya we 5aiyou forsa lechabeb,1
bravo 5edma mezyena barcha,1
thaya3t 3ala rouhik occassion kbira bech traja3 hibat club jma3a t7aferlik wa inti 3amil fiha 3a9il koora fi tounis malazmhech 3a9il 3taw caf li bizerte wa inti titfarij wa tawa masalem bi shoula ken ma3andnech 7a9 louweh 3amlin i7tiraz lezmik ta3raf tjibchi joueur a7sen mafama fi tounis tijim na7iwlik boutoula wa 3inik toghzir itthakarha mli7,2
mala mahboula,2
as a likom w l slip riye7i,2
chams liklab w masiy5,2
nik elhom omhom el 9ahba bachir,2
alah yar7em chouhad2na al abtall wta7ya tounis,1
raby yarhamha,1
mbarouk 3lina cpr,1
hatta inta 3melet el3ar barra khalles ejoueret 4chouhour mouch khalssin rahi fathiha,2
slouma tayechli milliard taw nbatelha la9raya xdd,0
rabi m3ak lmohom wafer mwaten choghel leltawnsa,1
inchala mabrouk 3lina w 3la a7la dawla fel 3alem w a7la cha3eb mabrouk d c w inchala bik nchoufou loune jdid w mezyan lebladna w n5aliyouha tkoun 9odwa lel 3alem el kol,1
taba3te 3adat l8areb wensina 3adatna diniya wla5la9iya brabi na9so chwaya raho meyjich rana bled 2slamiya,2
wech ta7chi fiyeh,2
mahlk 5o5o ana natb3 fik fi talvza,1
9a7ba ta7ki 3a chraf,2
3aklyia mta3 jam3yia 7arbit lista3mar w thoolim w kamaa3 w lifseed w mazael mazeel braavo,1
en fin hbat il titre sa7a sanfour,1
chniya hkayit lalliance avec innahtha wichnowa mawkif cpr min horrit ilmaa liberteé de la femme et son indépendance et sa liberteé,1
vive cpr 3echet nthif w tab9a dima nthiff,1
un escroc ne sera jamais president de lá republique le ca c est azouz lasram hamadi bousbieh hamouda ben ammar,2
b1 dit ârbiya,1
